nsd_id,caption,true_captions
9027,a man in a black shirt and a white helmet,"['A boy standing in a skateboard park while holding a skateboard.', 'A boy standing in a skateboard park while holding a skateboard.', 'A young boy contemplating skating on the pipe.', 'A young boy contemplating skating on the pipe.', 'A little boy wearing a helmet stands in a concrete skateboard park with his board.', 'A little boy wearing a helmet stands in a concrete skateboard park with his board.', 'Child in gray jeans and peach shirt with a skate board.', 'Child in gray jeans and peach shirt with a skate board.', 'A young boy standing with a black skateboard.', 'A young boy standing with a black skateboard.']"
53891,a group of people riding bikes on a path,"['A group of men riding down a sidewalk on bikes.', 'A group of men riding down a sidewalk on bikes.', 'Three men ride bikes down the sidewalk past trees and benches while the woman watches.', 'Three men ride bikes down the sidewalk past trees and benches while the woman watches.', 'Group of people riding on bicycles in front of orange flowers. ', 'Group of people riding on bicycles in front of orange flowers. ', 'People are riding their bikes on a sidewalk near a bench.', 'People are riding their bikes on a sidewalk near a bench.', 'a group of people on bicycles beside a wooden bench', 'a group of people on bicycles beside a wooden bench']"
61873,a large black and white sign,"['A all metal clock sitting next to a leaf free tree.', 'A all metal clock sitting next to a leaf free tree.', 'A clock on a pole near some trees.', 'A clock on a pole near some trees.', 'A pole that has a clock at the top of it.', 'A pole that has a clock at the top of it.', 'A clock on a post outside by some trees.', 'A clock on a post outside by some trees.', 'A tall pole with a clock at the top', 'A tall pole with a clock at the top']"
53858,a bathroom with a sink and a toilet,"['A white sink sitting under a mirror in a bathroom.', 'A white sink sitting under a mirror in a bathroom.', 'empty bathroom counter, shelf, and a vanity mirror', 'empty bathroom counter, shelf, and a vanity mirror', 'A bathroom vanity with a wood countertop and wood trim and white walls.', 'A bathroom vanity with a wood countertop and wood trim and white walls.', 'A bathroom with yellow woodwork and cabinetry and a sink with a wooden vanity top.', 'A bathroom with yellow woodwork and cabinetry and a sink with a wooden vanity top.', 'A bathroom sink with old fashioned water pump style faucet.', 'A bathroom sink with old fashioned water pump style faucet.']"
30847,a large brown and white animal,"['A giraffe is grazing on a tree in the wild.', 'A giraffe is grazing on a tree in the wild.', 'a tall giraffe chewing on the leaves of a tree.', 'a tall giraffe chewing on the leaves of a tree.', 'A giraffe that is eating leaves of off a tree.', 'A giraffe that is eating leaves of off a tree.', 'Giraffe leaning over to nibble buds off a green bush. ', 'Giraffe leaning over to nibble buds off a green bush. ', 'A giraffe foraging for food on a bush', 'A giraffe foraging for food on a bush']"
22782,a train with a white and blue stripe,"['A very tall building with a massive clock tower.', 'A very tall building with a massive clock tower.', 'A bid and tall building with a clock on it. ', 'A bid and tall building with a clock on it. ', 'A photo of an old white building with a clock tower.', 'A photo of an old white building with a clock tower.', 'a tall tower on a building with a clock', 'a tall tower on a building with a clock', 'A clock sits below the steeple of a tall tower.', 'A clock sits below the steeple of a tall tower.']"
30081,a train is parked on a street next to a road,"['Two cars driving under a street sign on a highway.', 'Two cars driving under a street sign on a highway.', 'Cars are driving down a highway with Exit signs.', 'Cars are driving down a highway with Exit signs.', 'some cars a freeway and some green and white signs', 'some cars a freeway and some green and white signs', 'Highway on the the ramp to the 92 west', 'Highway on the the ramp to the 92 west', 'Overhead street signs direct cars travelling down a busy highway.', 'Overhead street signs direct cars travelling down a busy highway.']"
5878,a small boat on a large body of water,"['A red boat sitting on top of a lake.', 'A red boat sitting on top of a lake.', 'An empty red boat on the water near an orange buoy.', 'An empty red boat on the water near an orange buoy.', 'A very small cute red boat on the water.', 'A very small cute red boat on the water.', 'A boat and a buoy floating in a pong.', 'A boat and a buoy floating in a pong.', 'a red boat on the water with no one on it', 'a red boat on the water with no one on it']"
26435,a group of people on a beach with a kite flying,"['A group of people standing on top of a beach.', 'A group of people standing on top of a beach.', 'Many people are flying kites at the beach.', 'Many people are flying kites at the beach.', 'A lot of people standing in the sand while flying different kites. ', 'A lot of people standing in the sand while flying different kites. ', 'Different kites are in the air at the beach.', 'Different kites are in the air at the beach.', 'some people are lying kites at the beach', 'some people are lying kites at the beach']"
51077,a close up of a bunch of food on a table,"['A red and black suitcase and a black duffel bag on some grass.', 'A red and black suitcase and a black duffel bag on some grass.', 'a close up of luggage bags on a grassy ground', 'a close up of luggage bags on a grassy ground', 'Two pieces of luggage lying in the grass.', 'Two pieces of luggage lying in the grass.', 'A suitcase next to a duffel bag on a field of grass.', 'A suitcase next to a duffel bag on a field of grass.', 'One suitcase and one duffel bag overflowing. ', 'One suitcase and one duffel bag overflowing. ']"
68842,a bus on a street,"['A red double decker bus driving under a bridge down a street.', 'A red double decker bus driving under a bridge down a street.', 'A red double deck bus under a awning.', 'A red double deck bus under a awning.', 'The red double-decker bus passed under the overhang with no trouble.', 'The red double-decker bus passed under the overhang with no trouble.', 'A red double decker bus drives near a bus stop', 'A red double decker bus drives near a bus stop', 'A large red bus on a city street.', 'A large red bus on a city street.']"
7336,a plate with a bowl of food on it,"['A plate of cooked broccoli in a brown sauce.', 'A plate of cooked broccoli in a brown sauce.', 'Broccoli mixed in sauce is on a white plate. ', 'Broccoli mixed in sauce is on a white plate. ', 'Vegetables with sauce on white plate on large serving surface.', 'Vegetables with sauce on white plate on large serving surface.', 'White plate full of broccoli in some sort of sauce.', 'White plate full of broccoli in some sort of sauce.', 'A plate holds cooked broccoli with a sauce.', 'A plate holds cooked broccoli with a sauce.']"
